,Close
2020-06-26,91.60277979855042
2020-06-29,91.70243116363807
2020-06-30,91.19895550952187
2020-07-01,89.64829207845574
2020-07-02,89.71685505326175
2020-07-03,88.65455133953566
2020-07-06,89.12814377017084
2020-07-07,88.20871953593704
2020-07-08,89.75865394095457
2020-07-09,88.97540064861833
2020-07-10,88.65333913241265
2020-07-13,89.46685634978233
2020-07-14,88.23599203334837
2020-07-15,88.46345196795251
2020-07-16,89.77059472223493
2020-07-17,88.1631114876737
2020-07-20,88.34774534620601
2020-07-21,88.60762814045444
2020-07-22,89.38945101223175
2020-07-23,88.15250030135365
2020-07-24,86.83204368826938
2020-07-27,87.35398525388628
2020-07-28,87.65096992711946
2020-07-29,87.90146277746534
2020-07-30,88.24791098696232
2020-07-31,87.56788626538383
2020-08-03,87.80013996254483
2020-08-04,88.09321243584351
2020-08-05,87.37886101781714
2020-08-06,89.2446355289619
2020-08-07,89.71846844987368
2020-08-10,88.52716495267104
2020-08-11,89.18371856130487
2020-08-12,88.20903689107755
2020-08-13,88.99612149482
2020-08-14,90.1547170738274
2020-08-17,89.3340347554757
2020-08-18,90.29741088472001
2020-08-19,90.71019181165651
2020-08-20,91.53225197165101
2020-08-21,93.42904495430494
2020-08-24,93.18365683830208
2020-08-25,92.4299206739446
2020-08-26,91.54040624431906
2020-08-27,90.72459595935362
2020-08-28,90.64749424993953
2020-08-31,90.98864622475617
2020-09-01,91.2653370240862
2020-09-02,92.0925202731222
2020-09-03,92.10552216500011
2020-09-04,93.55905624215744
2020-09-07,93.29439940891947
2020-09-08,96.0145685755091
2020-09-09,96.6402359232741
2020-09-10,95.78307836685782
2020-09-11,94.71218586879671
2020-09-14,95.19465828403989
2020-09-15,94.97119549871404
2020-09-16,95.68519599280613
2020-09-17,96.15843361737967
2020-09-18,96.08560470472281
2020-09-21,95.2388109866544
2020-09-22,93.72396376196853
2020-09-23,93.27744880990151
2020-09-24,94.13384760422498
2020-09-25,94.34794134835519
2020-09-28,93.1022025696432
2020-09-29,93.27538349549438
2020-09-30,93.66070087522323
2020-10-01,92.77684343902209
2020-10-02,92.93056854496761
2020-10-05,92.98877726341361
2020-10-06,91.845806965583
2020-10-07,92.20359432593128
2020-10-08,92.76437885229952
2020-10-09,93.84743009547479
2020-10-12,94.90123214750969
2020-10-13,93.5235627795526
2020-10-14,92.58573773963748
2020-10-15,93.10077300684614
2020-10-16,93.61455895775835
2020-10-19,94.1296066440644
2020-10-20,97.98233813471911
2020-10-21,98.55322864541228
2020-10-22,99.68879428559288
2020-10-23,100.64279604908609
2020-10-26,101.29418730039188
2020-10-27,100.97891805575154
2020-10-28,101.7378872762448
2020-10-29,100.96506206170723
2020-10-30,100.72824345496723
2020-11-02,100.24287990713812
2020-11-03,100.32475404652443
2020-11-04,102.63941261319795
2020-11-05,100.7721474206062
2020-11-06,101.45840761098071
2020-11-09,99.84569173979106
2020-11-10,99.37375987400164
2020-11-11,100.462710470969
2020-11-12,100.52699049006446
2020-11-13,99.44924571213515
2020-11-16,98.73394200287518
2020-11-17,99.41353975180986
2020-11-18,98.68317312009272
2020-11-19,98.8996317096747
2020-11-20,98.94520354957851
2020-11-23,98.2936032019727
2020-11-24,100.43754729129802
2020-11-25,101.07146631361603
2020-11-26,99.04632372695842
2020-11-27,99.23277804172785
2020-11-30,98.57099157695946
2020-12-01,99.42342491175569
2020-12-02,98.63090417332299
2020-12-03,98.51616773185609
2020-12-04,99.02115501083655
2020-12-07,99.88691020500667
2020-12-08,98.68661379795088
2020-12-09,98.35211256210994
2020-12-10,97.87716725094899
2020-12-11,97.22383801837528
2020-12-14,98.98929225865638
2020-12-15,99.39427396961733
2020-12-16,98.13339001528229
2020-12-17,99.05125196233706
2020-12-18,101.17340815934969
2020-12-21,102.20587341990084
2020-12-22,100.68650345394683
2020-12-23,100.20226938108057
2020-12-24,101.4691805302672
2020-12-25,100.76151106464842
2020-12-28,101.20533049279464
2020-12-29,101.97996454622398
2020-12-30,101.0530340746459
2020-12-31,100.9935087185841
2021-01-01,97.75224137851502
2021-01-04,96.72785373718074
2021-01-05,96.47528558578757
2021-01-06,95.22750240382273
2021-01-07,96.85991370775436
2021-01-08,95.42977232979372
2021-01-11,94.98972784309674
2021-01-12,95.12046842038284
2021-01-13,96.56174170944895
2021-01-14,95.12587955826952
2021-01-15,96.28904331042447
2021-01-18,96.29927637144405
2021-01-19,95.3177677203961
2021-01-20,95.77987119465938
2021-01-21,95.97893089023285
2021-01-22,95.37871401307405
2021-01-25,95.44851609806408
2021-01-26,95.06320250120231
2021-01-27,95.17671984645357
2021-01-28,95.8388505209746
2021-01-29,97.42486733711996
2021-02-01,96.18705183829312
2021-02-02,98.32008521294938
2021-02-03,96.36799741342688
2021-02-04,96.21621231839129
2021-02-05,96.80452952487586
2021-02-08,97.0855213926109
2021-02-09,96.4628218727903
2021-02-10,96.25469962243302
2021-02-11,95.7616986877742
2021-02-12,95.17233393082998
2021-02-15,96.02193602785101
2021-02-16,96.37895151381606
2021-02-17,95.6860419185554
2021-02-18,96.58564179398866
2021-02-19,96.89294131486527
2021-02-22,97.70580343370422
2021-02-23,98.33543227562784
2021-02-24,97.50643726470577
2021-02-25,96.9462562245088
2021-02-26,97.69354982963206
2021-03-01,98.30392009506552
2021-03-02,98.28301850110137
2021-03-03,98.40034588441016
2021-03-04,99.67801078019858
2021-03-05,99.08643939136275
2021-03-08,99.63353677253279
2021-03-09,99.4313441200989
2021-03-10,99.21366291687167
2021-03-11,100.31243976885887
2021-03-12,101.1378561178469
2021-03-15,101.95136575384753
2021-03-16,103.25684456100186
2021-03-17,103.27784840263462
2021-03-18,103.95980137392958
2021-03-19,103.64953461733613
2021-03-22,103.97370096982456
2021-03-23,103.84355791545688
2021-03-24,103.9405538804496
2021-03-25,104.53571090588652
2021-03-26,103.71749022265304
2021-03-29,105.80987749833851
2021-03-30,104.8038601168388
2021-03-31,103.58967150405107
2021-04-01,104.74778237755113
2021-04-02,105.53944507151408
2021-04-05,106.16356488856623
2021-04-06,106.7919103978305
2021-04-07,106.7796636249836
2021-04-08,105.88240925349777
2021-04-09,105.9582138116915
2021-04-12,105.28105210017938
2021-04-13,106.25617183359714
2021-04-14,106.10911445209499
2021-04-15,105.28361725530247
2021-04-16,104.96223141364949
2021-04-19,105.37516286792511
2021-04-20,104.81143831512114
2021-04-21,103.9892179195547
2021-04-22,104.23290513104662
2021-04-23,104.47787170215534
2021-04-26,103.9709285267842
2021-04-27,103.49989022116588
2021-04-28,103.73194015852353
2021-04-29,102.2838558170262
2021-04-30,100.87639204264964
2021-05-03,100.1579478213972
2021-05-04,99.94450066968535
2021-05-05,100.25540823528337
2021-05-06,101.73076445223292
2021-05-07,102.58842407543493
2021-05-10,102.4284855454715
2021-05-11,102.40946933756882
2021-05-12,101.40693997293101
2021-05-13,101.38842683693862
2021-05-14,101.09976819801848
2021-05-17,101.42248675835657
2021-05-18,100.59525581480425
2021-05-19,101.11460232904543
2021-05-20,102.647341242048
2021-05-21,102.53858109359115
2021-05-24,102.94029281569009
2021-05-25,103.6304368074012
2021-05-26,103.22921633551536
2021-05-27,103.45330881732578
2021-05-28,103.46590121810758
2021-05-31,103.5635773166564
2021-06-01,102.79056753280094
2021-06-02,102.81507770705988
2021-06-03,103.31307599830532
2021-06-04,104.76421960610037
2021-06-07,105.72349043218557
2021-06-08,107.87667288969713
2021-06-09,107.10932532680908
2021-06-10,107.98164596352976
2021-06-11,108.16498796926811
2021-06-14,110.35479090248579
2021-06-15,109.54649261713064
2021-06-16,108.70677077494986
2021-06-17,108.10737812950583
2021-06-18,105.98348240519603
2021-06-21,105.45772738351526
2021-06-22,104.69859472196157
2021-06-23,104.84898850843777
2021-06-24,105.19074448421493
2021-06-25,107.06691532343082
2021-06-28,108.01733916161687
2021-06-29,107.44043550595447
2021-06-30,106.54202083460612
2021-07-01,107.03394000611262
2021-07-02,105.71370679909198
2021-07-05,107.54516556494633
2021-07-06,108.72460568566761
2021-07-07,108.25543003356292
2021-07-08,106.54229550447204
2021-07-09,107.89616787863744
2021-07-12,107.78162803338483
2021-07-13,109.0194443453583
2021-07-14,107.42501668656392
2021-07-15,106.82564166361016
2021-07-16,106.83088536332833
2021-07-19,106.87786595709308
2021-07-20,106.42780048561383
2021-07-21,107.05065041796134
2021-07-22,105.98302998857874
2021-07-23,105.84065050355744
2021-07-26,105.96094613526934
2021-07-27,106.47538496932809
2021-07-28,107.18699984741698
2021-07-29,106.06235775557911
2021-07-30,104.5282435848435
2021-08-02,105.805920406742
2021-08-03,106.1382344187216
2021-08-04,105.38974788216504
2021-08-05,106.94089985768755
2021-08-06,107.05657449198041
2021-08-09,108.23587167604424
2021-08-10,108.30339015745436
2021-08-11,110.36413808233634
2021-08-12,112.11947892477954
2021-08-13,111.87051477630047
2021-08-16,112.84208572725483
2021-08-17,113.48746167683997
2021-08-18,114.85609323437232
2021-08-19,113.89116977379221
2021-08-20,114.57722123379065
2021-08-23,115.63564572064024
2021-08-24,113.87690623421713
2021-08-25,112.69364772155136
2021-08-26,110.65441554379126
2021-08-27,110.3850087093467
2021-08-30,111.10255096514267
2021-08-31,112.6049080172387
2021-09-01,112.67900279765847
2021-09-02,114.30761834322976
2021-09-03,112.92751688501487
2021-09-06,111.22413444565971
2021-09-07,111.1685867467631
2021-09-08,111.5526521957024
2021-09-09,111.5199574476083
2021-09-10,109.45251534756844
2021-09-13,109.36339530805564
2021-09-14,108.05892580755079
2021-09-15,108.72859835638083
2021-09-16,109.09519660247767
2021-09-17,108.15531681615032
2021-09-20,107.64144989881362
2021-09-21,106.58223637692467
2021-09-22,106.51955727965151
2021-09-23,107.47469960015275
2021-09-24,106.4889735538172
2021-09-27,106.99302006933505
2021-09-28,106.4627624509626
2021-09-29,105.66988961870025
2021-09-30,105.5628592587457
2021-10-01,104.52761693632633
2021-10-04,103.97396763097915
2021-10-05,102.7760897383903
2021-10-06,104.74081487130668
2021-10-07,104.7760784232784
2021-10-08,104.07635291528582
2021-10-11,104.29033282602005
2021-10-12,104.17800477632922
2021-10-13,103.957035176796
2021-10-14,104.57120187683942
2021-10-15,105.32870958688673
2021-10-18,104.7982084392762
2021-10-19,104.22239019863152
2021-10-20,103.94733850147988
2021-10-21,101.64541733674429
2021-10-22,100.13022627454573
2021-10-25,101.49710054199026
2021-10-26,103.14206825549155
2021-10-27,102.89303221593516
2021-10-28,103.46958917899093
2021-10-29,103.78083933353447
2021-11-01,106.85972014198971
2021-11-02,107.97929505342428
2021-11-03,107.85137746194351
2021-11-04,106.89583702134308
2021-11-05,105.28939070108552
2021-11-08,105.49285433695275
2021-11-09,104.73650359166844
2021-11-10,103.31424988207077
2021-11-11,102.66767699782824
2021-11-12,101.58612899421384
2021-11-15,103.2732706292864
2021-11-16,104.15491038623585
2021-11-17,104.14693774491924
2021-11-18,105.62688188380926
2021-11-19,105.70425019145688
2021-11-22,104.84296599012862
2021-11-23,106.36609006739828
2021-11-24,106.90500011108294
2021-11-25,105.86775395675649
2021-11-26,105.67741527867287
2021-11-29,104.80179702528811
2021-11-30,103.41899729432377
2021-12-01,104.34517484185542
2021-12-02,106.25459148232555
2021-12-03,104.85602390850642
2021-12-06,105.41899314519698
2021-12-07,104.76835057607515
2021-12-08,104.28122519231046
2021-12-09,103.6888312680716
2021-12-10,102.82484049839178
2021-12-13,102.8733621263366
2021-12-14,102.04241200992556
2021-12-15,102.3128688357054
2021-12-16,102.26263072625626
2021-12-17,102.02368267938985
2021-12-20,101.11611901734825
2021-12-21,100.53934768677992
2021-12-22,101.29473891260568
2021-12-23,101.79565610023006
2021-12-24,100.81810085543151
2021-12-27,100.91743316086074
2021-12-28,101.66882028423252
2021-12-29,99.99941500311115
2021-12-30,100.54277519549109
2021-12-31,99.88015143654525
